timestamp,equity_r,last_trade_r,exit_reason,direction
2025-06-03 19:51:00,1.2,1.2,TP,SELL
2025-06-11 19:07:00,2.4,1.2,TP,SELL
2025-06-12 15:41:00,3.5999999999999996,1.2,TP,SELL
2025-06-16 19:13:00,4.8,1.2,TP,SELL
2025-06-23 11:31:00,6.0,1.2,TP,SELL
2025-06-27 13:44:00,7.2,1.2,TP,SELL
2025-07-01 14:57:00,8.4,1.2,TP,SELL
2025-07-08 14:05:00,9.6,1.2,TP,SELL
2025-07-10 11:08:00,10.799999999999999,1.2,TP,SELL
2025-07-10 14:09:00,11.999999999999998,1.2,TP,SELL
2025-07-11 17:24:00,13.199999999999998,1.2,TP,SELL
2025-07-16 10:15:00,14.399999999999997,1.2,TP,SELL
2025-07-29 15:29:00,13.399999999999997,-1.0,SL,SELL
2025-07-30 13:30:00,14.599999999999996,1.2,TP,SELL
2025-07-30 13:55:00,15.799999999999995,1.2,TP,SELL
2025-07-30 20:17:00,16.999999999999996,1.2,TP,SELL
2025-08-12 18:20:00,18.199999999999996,1.2,TP,SELL
2025-08-14 15:35:00,19.399999999999995,1.2,TP,SELL
2025-08-22 16:31:00,18.399999999999995,-1.0,SL,SELL
2025-08-26 09:05:00,17.399999999999995,-1.0,SL,SELL
2025-08-27 15:03:00,16.399999999999995,-1.0,SL,SELL
2025-09-01 11:46:00,17.599999999999994,1.2,TP,SELL
2025-09-01 15:07:00,18.799999999999994,1.2,TP,SELL
2025-09-02 14:50:00,19.999999999999993,1.2,TP,SELL
